"path","line","component","current_layer","current_visibility","decision","future_scope","target","reason","priority"
"src/app/(authenticated)/mgd/_components/MgdClient.tsx","769","HmrcFormatContent","route-local","internal","KEEP","route-local","HmrcFormatContent","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/mgd/insights/_components/MgdInsightsClient.tsx","45","MgdInsightsClient","route-local","exported","KEEP","route-local","MgdInsightsClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/mgd/insights/page.tsx","14","MgdInsightsPage","route-entry","exported","KEEP","route-boundary","MgdInsightsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/mgd/page.tsx","12","MgdPage","route-entry","exported","KEEP","route-boundary","MgdPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/mileage/_components/DestinationsClient.tsx","44","DestinationsClient","route-local","exported","KEEP","route-local","DestinationsClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/mileage/_components/MileageClient.tsx","65","MileageClient","route-local","exported","KEEP","route-local","MileageClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/mileage/_components/TripForm.tsx","38","TripForm","route-local","exported","KEEP","route-local","TripForm","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/mileage/destinations/page.tsx","14","MileageDestinationsPage","route-entry","exported","KEEP","route-boundary","MileageDestinationsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/mileage/insights/_components/MileageInsightsClient.tsx","49","MileageInsightsClient","route-local","exported","KEEP","route-local","MileageInsightsClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/mileage/insights/page.tsx","15","MileageInsightsPage","route-entry","exported","KEEP","route-boundary","MileageInsightsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/mileage/page.tsx","13","MileagePage","route-entry","exported","KEEP","route-boundary","MileagePage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/oj-projects/_components/OJProjectsNav.tsx","14","OJProjectsNav","route-local","exported","KEEP","route-local","OJProjectsNav","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/oj-projects/_components/ProjectsOverview.tsx","82","ProjectsOverview","route-local","exported","KEEP","route-local","ProjectsOverview","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/oj-projects/clients/_components/ClientsClient.tsx","191","ClientsClient","route-local","exported","KEEP","route-local","ClientsClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/oj-projects/clients/page.tsx","4","OJClientsPage","route-entry","exported","KEEP","route-boundary","OJClientsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/oj-projects/entries/_components/EntriesClient.tsx","83","EntriesClient","route-local","exported","KEEP","route-local","EntriesClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/oj-projects/entries/page.tsx","7","OJEntriesPage","route-entry","exported","KEEP","route-boundary","OJEntriesPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/oj-projects/layout.tsx","6","OJProjectsLayout","route-entry","exported","KEEP","route-boundary","OJProjectsLayout","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/oj-projects/page.tsx","8","OJProjectsOverviewPage","route-entry","exported","KEEP","route-boundary","OJProjectsOverviewPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/oj-projects/projects/_components/ProjectsClient.tsx","71","ProjectsClient","route-local","exported","KEEP","route-local","ProjectsClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/oj-projects/projects/[id]/_components/ProjectDetailClient.tsx","46","ProjectDetailClient","route-local","exported","KEEP","route-local","ProjectDetailClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/oj-projects/projects/[id]/page.tsx","11","OJProjectDetailPage","route-entry","exported","KEEP","route-boundary","OJProjectDetailPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/oj-projects/projects/page.tsx","5","OJProjectsListPage","route-entry","exported","KEEP","route-boundary","OJProjectsListPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/oj-projects/work-types/_components/WorkTypesClient.tsx","49","WorkTypesClient","route-local","exported","KEEP","route-local","WorkTypesClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/oj-projects/work-types/page.tsx","4","OJWorkTypesPage","route-entry","exported","KEEP","route-boundary","OJWorkTypesPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/parking/_components/ParkingClient.tsx","141","ParkingClient","route-local","exported","KEEP","route-local","ParkingClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/parking/_components/ParkingClient.tsx","1006","DetailRow","route-local","internal","KEEP","route-local","DetailRow","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/parking/_components/RefundDialog.tsx","33","RefundDialog","route-local","exported","MERGE","removed","shared finance RefundDialog","Page-local copy of a repeated visual or interaction pattern.","P1"
"src/app/(authenticated)/parking/_components/RefundHistoryTable.tsx","45","RefundHistoryTable","route-local","exported","MERGE","removed","shared finance RefundHistoryTable","Page-local copy of a repeated visual or interaction pattern.","P1"
"src/app/(authenticated)/parking/page.tsx","5","ParkingPage","route-entry","exported","KEEP","route-boundary","ParkingPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/private-bookings/_components/PrivateBookingsClient.tsx","75","PlusIcon","route-local","internal","MERGE","removed","Icon","Page-local copy of a repeated visual or interaction pattern.","P1"
"src/app/(authenticated)/private-bookings/_components/PrivateBookingsClient.tsx","134","PrivateBookingsClient","route-local","exported","KEEP","route-local","PrivateBookingsClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/private-bookings/[id]/communications/page.tsx","17","PrivateBookingCommunicationsPage","route-entry","exported","KEEP","route-boundary","PrivateBookingCommunicationsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/private-bookings/[id]/edit/page.tsx","55","EditPrivateBookingPage","route-entry","exported","KEEP","route-boundary","EditPrivateBookingPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/private-bookings/[id]/items/page.tsx","135","AddItemModal","route-entry","internal","MERGE","removed","PrivateBookingItemModal","Page-local copy of a repeated visual or interaction pattern.","P1"
"src/app/(authenticated)/private-bookings/[id]/items/page.tsx","605","EditItemModal","route-entry","internal","MERGE","removed","PrivateBookingItemModal","Page-local copy of a repeated visual or interaction pattern.","P1"
"src/app/(authenticated)/private-bookings/[id]/items/page.tsx","735","ItemsPage","route-entry","exported","KEEP","route-boundary","ItemsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/private-bookings/[id]/messages/page.tsx","14","PrivateBookingMessagesPage","route-entry","exported","KEEP","route-boundary","PrivateBookingMessagesPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/private-bookings/[id]/messages/PrivateBookingMessagesClient.tsx","122","PrivateBookingMessagesClient","route-local","exported","KEEP","route-local","PrivateBookingMessagesClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/private-bookings/[id]/page.tsx","17","PrivateBookingDetailPage","route-entry","exported","KEEP","route-boundary","PrivateBookingDetailPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/private-bookings/[id]/PaymentHistoryTable.tsx","25","PaymentHistoryTable","route-local","exported","KEEP","route-local","PaymentHistoryTable","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/private-bookings/[id]/PrivateBookingDetailClient.tsx","249","PaymentModal","route-local","internal","KEEP","route-local","PaymentModal","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/private-bookings/[id]/PrivateBookingDetailClient.tsx","396","SortableBookingItem","route-local","internal","KEEP","route-local","SortableBookingItem","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/private-bookings/[id]/PrivateBookingDetailClient.tsx","556","StatusModal","route-local","internal","KEEP","route-local","StatusModal","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/private-bookings/[id]/PrivateBookingDetailClient.tsx","954","AddItemModal","route-local","internal","MERGE","removed","PrivateBookingItemModal","Page-local copy of a repeated visual or interaction pattern.","P1"
"src/app/(authenticated)/private-bookings/[id]/PrivateBookingDetailClient.tsx","1365","DiscountModal","route-local","internal","KEEP","route-local","DiscountModal","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/private-bookings/[id]/PrivateBookingDetailClient.tsx","1509","EditItemModal","route-local","internal","MERGE","removed","PrivateBookingItemModal","Page-local copy of a repeated visual or interaction pattern.","P1"
"src/app/(authenticated)/private-bookings/[id]/PrivateBookingDetailClient.tsx","1671","PrivateBookingDetailClient","route-local","exported","KEEP","route-local","PrivateBookingDetailClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/private-bookings/calendar/page.tsx","7","PrivateBookingsCalendarPage","route-entry","exported","KEEP","route-boundary","PrivateBookingsCalendarPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/private-bookings/loading.tsx","3","Loading","route-entry","exported","KEEP","route-boundary","route wrapper using PageLoading","Next.js requires the route file; keep the boundary but share the loading presentation.","P1"
"src/app/(authenticated)/private-bookings/new/page.tsx","37","NewPrivateBookingPage","route-entry","exported","KEEP","route-boundary","NewPrivateBookingPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/private-bookings/page.tsx","9","PrivateBookingsPage","route-entry","exported","KEEP","route-boundary","PrivateBookingsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/private-bookings/PrivateBookingDetailServer.tsx","12","PrivateBookingDetailServer","route-local","exported","KEEP","route-local","PrivateBookingDetailServer","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/private-bookings/settings/catering/page.tsx","8","CateringPackagesPage","route-entry","exported","KEEP","route-boundary","CateringPackagesPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/private-bookings/settings/page.tsx","13","PrivateBookingsSettingsPage","route-entry","exported","KEEP","route-boundary","PrivateBookingsSettingsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/private-bookings/settings/spaces/page.tsx","110","VenueSpacesPage","route-entry","exported","KEEP","route-boundary","VenueSpacesPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/private-bookings/settings/vendors/page.tsx","93","VendorsPage","route-entry","exported","KEEP","route-boundary","VendorsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/private-bookings/sms-queue/page.tsx","78","SmsQueuePage","route-entry","exported","KEEP","route-boundary","SmsQueuePage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/profile/_components/ProfileClient.tsx","56","ProfileClient","route-local","exported","KEEP","route-local","ProfileClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/profile/change-password/page.tsx","14","ChangePasswordPage","route-entry","exported","KEEP","route-boundary","ChangePasswordPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/profile/page.tsx","3","ProfilePage","route-entry","exported","KEEP","route-boundary","ProfilePage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/quotes/_components/QuotesClient.tsx","105","QuotesClient","route-local","exported","KEEP","route-local","QuotesClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/quotes/[id]/convert/page.tsx","24","ConvertQuotePage","route-entry","exported","KEEP","route-boundary","ConvertQuotePage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/quotes/[id]/edit/page.tsx","24","EditQuotePage","route-entry","exported","KEEP","route-boundary","EditQuotePage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/quotes/[id]/page.tsx","29","QuoteDetailPage","route-entry","exported","KEEP","route-boundary","QuoteDetailPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/quotes/new/page.tsx","36","NewQuotePage","route-entry","exported","KEEP","route-boundary","NewQuotePage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/quotes/page.tsx","6","QuotesPage","route-entry","exported","KEEP","route-boundary","QuotesPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/receipts/_components/PnlClient.tsx","63","MetricCard","route-local","internal","KEEP","route-local","MetricCard","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/PnlClient.tsx","91","PnlClient","route-local","exported","KEEP","route-local","PnlClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/ReceiptBulkReviewClient.tsx","81","ReceiptBulkReviewClient","route-local","exported","KEEP","route-local","ReceiptBulkReviewClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/ReceiptsClient.tsx","71","ReceiptsClient","route-local","exported","KEEP","route-local","ReceiptsClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/ReceiptsPageChrome.tsx","29","ReceiptsPageChrome","route-local","exported","KEEP","route-local","ReceiptsPageChrome","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/ui/ReceiptExport.tsx","9","ReceiptExport","route-local","exported","KEEP","route-local","ReceiptExport","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/ui/ReceiptFilters.tsx","44","ReceiptFilters","route-local","exported","KEEP","route-local","ReceiptFilters","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/ui/ReceiptList.tsx","84","ReceiptList","route-local","exported","KEEP","route-local","ReceiptList","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/ui/ReceiptMobileCard.tsx","40","ReceiptMobileCard","route-local","exported","KEEP","route-local","ReceiptMobileCard","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/ui/ReceiptReclassify.tsx","10","ReceiptReclassify","route-local","exported","KEEP","route-local","ReceiptReclassify","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/ui/ReceiptRules.tsx","81","MatchDescriptionTokenPreview","route-local","internal","KEEP","route-local","MatchDescriptionTokenPreview","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/ui/ReceiptRules.tsx","104","RulePreviewPanel","route-local","internal","KEEP","route-local","RulePreviewPanel","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/ui/ReceiptRules.tsx","129","ReceiptRules","route-local","exported","KEEP","route-local","ReceiptRules","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/ui/ReceiptStats.tsx","26","ReceiptStats","route-local","exported","KEEP","route-local","ReceiptStats","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/ui/ReceiptTableRow.tsx","41","SourceBadge","route-local","exported","KEEP","route-local","SourceBadge","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/ui/ReceiptTableRow.tsx","53","ClassificationBadge","route-local","internal","KEEP","route-local","ClassificationBadge","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/ui/ReceiptTableRow.tsx","78","ReceiptTableRow","route-local","exported","KEEP","route-local","ReceiptTableRow","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/_components/ui/ReceiptUpload.tsx","20","ReceiptUpload","route-local","exported","KEEP","route-local","ReceiptUpload","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/bulk/page.tsx","18","ReceiptsBulkPage","route-entry","exported","KEEP","route-boundary","ReceiptsBulkPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/receipts/missing-expense/page.tsx","23","ReceiptsMissingExpensePage","route-entry","exported","KEEP","route-boundary","ReceiptsMissingExpensePage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/receipts/missing-expense/page.tsx","141","SummaryCard","route-entry","internal","KEEP","route-boundary","SummaryCard","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/receipts/monthly/MonthlyCharts.tsx","26","MonthlyCharts","route-local","exported","KEEP","route-local","MonthlyCharts","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/monthly/MonthlyCharts.tsx","93","Bar","route-local","internal","KEEP","route-local","Bar","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/monthly/MonthlyCharts.tsx","120","LegendSwatch","route-local","internal","KEEP","route-local","LegendSwatch","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/monthly/MonthlyCharts.tsx","134","StackedBreakdownChart","route-local","exported","KEEP","route-local","StackedBreakdownChart","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/monthly/page.tsx","89","ReceiptsMonthlyPage","route-entry","exported","KEEP","route-boundary","ReceiptsMonthlyPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/receipts/monthly/page.tsx","375","StatCard","route-entry","internal","KEEP","route-boundary","StatCard","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/receipts/monthly/page.tsx","411","ChangePill","route-entry","internal","KEEP","route-boundary","ChangePill","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/receipts/monthly/page.tsx","444","InsightsFeed","route-entry","internal","KEEP","route-boundary","InsightsFeed","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/receipts/monthly/page.tsx","487","TopList","route-entry","internal","KEEP","route-boundary","TopList","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/receipts/page.tsx","26","ReceiptsPage","route-entry","exported","KEEP","route-boundary","ReceiptsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/receipts/pnl/page.tsx","9","ReceiptsPnlPage","route-entry","exported","KEEP","route-boundary","ReceiptsPnlPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","118","VendorSummaryGrid","route-local","exported","KEEP","route-local","VendorSummaryGrid","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","310","SegmentedControl","route-local","internal","KEEP","route-local","SegmentedControl","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","353","MovementMetric","route-local","internal","KEEP","route-local","MovementMetric","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","381","DivergingMovementChart","route-local","internal","KEEP","route-local","DivergingMovementChart","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","422","VendorMovementPanel","route-local","internal","KEEP","route-local","VendorMovementPanel","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","721","VendorDetailDrawer","route-local","internal","KEEP","route-local","VendorDetailDrawer","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","864","MonthlyMovementTable","route-local","internal","KEEP","route-local","MonthlyMovementTable","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","911","TransactionTable","route-local","internal","KEEP","route-local","TransactionTable","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/vendors/_components/VendorSummaryGrid.tsx","960","Metric","route-local","internal","KEEP","route-local","Metric","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/receipts/vendors/page.tsx","10","ReceiptsVendorsPage","route-entry","exported","KEEP","route-boundary","ReceiptsVendorsPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/recruitment/_components/RecruitmentDashboardClient.tsx","1106","Field","route-local","internal","MERGE","removed","Field","Page-local copy of a repeated visual or interaction pattern.","P1"
"src/app/(authenticated)/recruitment/_components/RecruitmentDashboardClient.tsx","1116","SlotDateTimeInput","route-local","internal","KEEP","route-local","SlotDateTimeInput","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/recruitment/_components/RecruitmentDashboardClient.tsx","1184","ActionStateMessage","route-local","internal","KEEP","route-local","ActionStateMessage","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/recruitment/_components/RecruitmentDashboardClient.tsx","1193","ProfileField","route-local","internal","KEEP","route-local","ProfileField","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/recruitment/_components/RecruitmentDashboardClient.tsx","1210","SubmitButton","route-local","internal","MERGE","removed","Button","Page-local copy of a repeated visual or interaction pattern.","P1"
"src/app/(authenticated)/recruitment/_components/RecruitmentDashboardClient.tsx","1229","ActionFeedbackForm","route-local","internal","KEEP","route-local","ActionFeedbackForm","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/recruitment/_components/RecruitmentDashboardClient.tsx","1308","RecruitmentDashboardClient","route-local","exported","KEEP","route-local","RecruitmentDashboardClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/recruitment/page.tsx","9","RecruitmentPage","route-entry","exported","KEEP","route-boundary","RecruitmentPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/roles/[id]/edit/page.tsx","10","EditRolePage","route-entry","exported","KEEP","route-boundary","EditRolePage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/roles/components/RoleCard.tsx","19","RoleCard","shared-component","exported","KEEP","internal-domain","RoleCard","Private business rendering helper; keep local and build it from canonical DS controls.","P3"
"src/app/(authenticated)/roles/components/RoleForm.tsx","17","RoleForm","shared-component","exported","KEEP","shared-domain","RoleForm","Distinct reusable business behaviour; keep it domain-owned and standardise its UI foundations.","P2"
"src/app/(authenticated)/roles/components/RoleList.tsx","14","RoleList","shared-component","exported","KEEP","shared-domain","RoleList","Distinct reusable business behaviour; keep it domain-owned and standardise its UI foundations.","P2"
"src/app/(authenticated)/roles/components/RolePermissionsModal.tsx","26","RolePermissionsModal","shared-component","exported","KEEP","shared-domain","RolePermissionsModal","Distinct reusable business behaviour; keep it domain-owned and standardise its UI foundations.","P2"
"src/app/(authenticated)/roles/new/page.tsx","6","NewRolePage","route-entry","exported","KEEP","route-boundary","NewRolePage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/roles/page.tsx","8","RolesPage","route-entry","exported","KEEP","route-boundary","RolesPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/rota/AddShiftsModal.tsx","79","AddShiftsModal","route-local","exported","KEEP","route-local","AddShiftsModal","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/BookHolidayModal.tsx","33","BookHolidayModal","route-local","exported","KEEP","route-local","BookHolidayModal","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/CreateShiftModal.tsx","40","CreateShiftModal","route-local","exported","KEEP","route-local","CreateShiftModal","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/CreateShiftModal.tsx","294","PremiumControl","route-local","exported","KEEP","route-local","PremiumControl","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/dashboard/page.tsx","98","BudgetCard","route-entry","internal","KEEP","route-boundary","BudgetCard","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/rota/dashboard/page.tsx","155","RotaDashboardPage","route-entry","exported","KEEP","route-boundary","RotaDashboardPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/rota/HolidayDetailModal.tsx","37","HolidayDetailModal","route-local","exported","KEEP","route-local","HolidayDetailModal","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/hours/HoursByEmployeeClient.tsx","178","HoursTooltip","route-local","internal","KEEP","route-local","HoursTooltip","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/hours/HoursByEmployeeClient.tsx","270","EmployeeMultiSelect","route-local","internal","KEEP","route-local","EmployeeMultiSelect","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/hours/HoursByEmployeeClient.tsx","441","HoursByEmployeeClient","route-local","exported","KEEP","route-local","HoursByEmployeeClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/hours/page.tsx","151","RotaHoursPage","route-entry","exported","KEEP","route-boundary","RotaHoursPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/rota/leave/LeaveManagerClient.tsx","47","LeaveRequestRow","route-local","internal","KEEP","route-local","LeaveRequestRow","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/leave/LeaveManagerClient.tsx","349","LeaveManagerClient","route-local","exported","KEEP","route-local","LeaveManagerClient","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/leave/page.tsx","13","LeaveManagementPage","route-entry","exported","KEEP","route-boundary","LeaveManagementPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/rota/loading.tsx","3","Loading","route-entry","exported","KEEP","route-boundary","route wrapper using PageLoading","Next.js requires the route file; keep the boundary but share the loading presentation.","P1"
"src/app/(authenticated)/rota/MarkSickModal.tsx","30","MarkSickModal","route-local","exported","KEEP","route-local","MarkSickModal","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
"src/app/(authenticated)/rota/page.tsx","73","RotaPage","route-entry","exported","KEEP","route-boundary","RotaPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/rota/payroll/page.tsx","21","PayrollPage","route-entry","exported","KEEP","route-boundary","PayrollPage","Next.js route boundary, not a reusable UI choice.","P3"
"src/app/(authenticated)/rota/payroll/PayrollClient.tsx","35","DayInfoChips","route-local","internal","KEEP","route-local","DayInfoChips","Page-specific behaviour; keep local and compose it only from canonical shared controls.","P3"
